county,GEOID,NAME,category,table_id,variable,estimate,moe,summary_est,summary_moe,subset_ID,label,concept
Glacier County,30035940200,Census Tract 9402; Glacier County; Montana,IncomePoverty,B06012,B06012_003,862,324,5551,364,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Glacier County,30035940400,Census Tract 9404; Glacier County; Montana,IncomePoverty,B06012,B06012_003,368,135,3840,388,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Glacier County,30035976000,Census Tract 9760; Glacier County; Montana,IncomePoverty,B06012,B06012_003,547,283,4061,407,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Glacier County,30035980000,Census Tract 9800; Glacier County; Montana,IncomePoverty,B06012,B06012_003,0,11,93,47,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Golden Valley County,30037000100,Census Tract 1; Golden Valley County; Montana,IncomePoverty,B06012,B06012_003,81,30,840,124,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Granite County,30039961701,Census Tract 9617.01; Granite County; Montana,IncomePoverty,B06012,B06012_003,163,104,1365,213,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Granite County,30039961702,Census Tract 9617.02; Granite County; Montana,IncomePoverty,B06012,B06012_003,241,131,1982,209,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Hill County,30041040100,Census Tract 401; Hill County; Montana,IncomePoverty,B06012,B06012_003,209,122,1426,243,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Hill County,30041040200,Census Tract 402; Hill County; Montana,IncomePoverty,B06012,B06012_003,104,54,1594,220,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Hill County,30041040300,Census Tract 403; Hill County; Montana,IncomePoverty,B06012,B06012_003,321,145,3409,409,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Hill County,30041040400,Census Tract 404; Hill County; Montana,IncomePoverty,B06012,B06012_003,508,260,4396,468,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Hill County,30041040500,Census Tract 405; Hill County; Montana,IncomePoverty,B06012,B06012_003,211,157,2409,369,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Hill County,30041940300,Census Tract 9403; Hill County; Montana,IncomePoverty,B06012,B06012_003,528,232,2649,268,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Jefferson County,30043962201,Census Tract 9622.01; Jefferson County; Montana,IncomePoverty,B06012,B06012_003,101,62,4106,326,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Jefferson County,30043962202,Census Tract 9622.02; Jefferson County; Montana,IncomePoverty,B06012,B06012_003,329,160,4521,294,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Jefferson County,30043962300,Census Tract 9623; Jefferson County; Montana,IncomePoverty,B06012,B06012_003,333,154,3632,289,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Judith Basin County,30045000100,Census Tract 1; Judith Basin County; Montana,IncomePoverty,B06012,B06012_003,253,97,2049,5,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047000100,Census Tract 1; Lake County; Montana,IncomePoverty,B06012,B06012_003,58,35,1805,235,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047000200,Census Tract 2; Lake County; Montana,IncomePoverty,B06012,B06012_003,165,93,1578,255,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940304,Census Tract 9403.04; Lake County; Montana,IncomePoverty,B06012,B06012_003,115,66,2191,299,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940305,Census Tract 9403.05; Lake County; Montana,IncomePoverty,B06012,B06012_003,281,150,3368,402,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940306,Census Tract 9403.06; Lake County; Montana,IncomePoverty,B06012,B06012_003,102,47,2846,354,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940307,Census Tract 9403.07; Lake County; Montana,IncomePoverty,B06012,B06012_003,135,108,3824,436,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940400,Census Tract 9404; Lake County; Montana,IncomePoverty,B06012,B06012_003,286,149,3874,385,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940500,Census Tract 9405; Lake County; Montana,IncomePoverty,B06012,B06012_003,580,265,5137,422,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940600,Census Tract 9406; Lake County; Montana,IncomePoverty,B06012,B06012_003,778,211,4644,393,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lake County,30047940700,Census Tract 9407; Lake County; Montana,IncomePoverty,B06012,B06012_003,282,170,2416,295,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000100,Census Tract 1; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,98,48,1645,263,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000200,Census Tract 2; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,124,104,6477,732,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000300,Census Tract 3; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,127,92,2838,291,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000400,Census Tract 4; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,770,389,6823,826,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000501,Census Tract 5.01; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,215,136,4551,583,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000503,Census Tract 5.03; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,265,243,4693,668,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000504,Census Tract 5.04; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,297,205,2965,408,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000600,Census Tract 6; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,85,74,2669,398,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000701,Census Tract 7.01; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,79,61,2624,427,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000702,Census Tract 7.02; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,267,163,4914,458,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000800,Census Tract 8; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,263,112,3317,425,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049000900,Census Tract 9; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,477,244,4363,390,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049001000,Census Tract 10; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,225,162,3927,466,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049001101,Census Tract 11.01; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,158,111,2681,378,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049001102,Census Tract 11.02; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,426,250,4087,533,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049001201,Census Tract 12.01; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,712,315,7150,804,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lewis and Clark County,30049001202,Census Tract 12.02; Lewis and Clark County; Montana,IncomePoverty,B06012,B06012_003,755,516,5506,631,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Liberty County,30051050100,Census Tract 501; Liberty County; Montana,IncomePoverty,B06012,B06012_003,190,73,1940,2,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lincoln County,30053000100,Census Tract 1; Lincoln County; Montana,IncomePoverty,B06012,B06012_003,282,182,3213,330,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lincoln County,30053000200,Census Tract 2; Lincoln County; Montana,IncomePoverty,B06012,B06012_003,294,153,2518,168,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lincoln County,30053000300,Census Tract 3; Lincoln County; Montana,IncomePoverty,B06012,B06012_003,487,241,4059,390,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lincoln County,30053000401,Census Tract 4.01; Lincoln County; Montana,IncomePoverty,B06012,B06012_003,177,118,4379,560,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lincoln County,30053000402,Census Tract 4.02; Lincoln County; Montana,IncomePoverty,B06012,B06012_003,709,351,2911,406,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Lincoln County,30053000500,Census Tract 5; Lincoln County; Montana,IncomePoverty,B06012,B06012_003,570,213,3349,428,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
McCone County,30055954000,Census Tract 9540; McCone County; Montana,IncomePoverty,B06012,B06012_003,166,70,1796,136,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Madison County,30057000101,Census Tract 1.01; Madison County; Montana,IncomePoverty,B06012,B06012_003,38,45,1824,319,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
